"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"860","Talk to me, world!",4,NA,"talk","to","me","world","be","the","to",0.0199999999999818,FALSE
"861","#20ThingsAboutMe I have two adopted sisters. I want to be a cosmetologist. I'm actually stronger than I look.",6,"i","have","two","adopted","sisters","a","know","am",0.0199999999999818,FALSE
"862","nice photo! Glad you were there, it was a great event.",10,"there","it","was","a","great","of","lot","great",0.0100000000002183,TRUE
"863","Most people don't really decide what to do with their lives so much as just fall into an occupation and continue doing it to earn money.",7,"don't","really","decide","what","to","you","do","i",0.0299999999997453,FALSE
"864","Baseball is already boring. Whats worse is a fantasy baseball draft by analytic non athletic individuals in Las Vegas. Mingling is better.",6,"is","already","boring","whats","worse","a","to","up",0,FALSE
"865","Watching Sherry Shepherd with Prince was hilarious ... we true Prince fans know what she was feeling in that moment.",12,"","we","true","prince","fans","was","fans","need",0.0199999999999818,TRUE
"866","RT “: Twice, Butler has been outexecuted on inbounds plays. One of the angriest timeouts you'll see from Brad Stevens.""",18,"angriest","timeouts","you'll","see","from","you","it","the",0.0100000000002183,FALSE
"867","I wanna do something wild.",4,NA,"i","wanna","do","something","you","u","know",0,FALSE
"868","With the 24th pick in the 2012 NFL Draft, the Pittsburgh Steelers select...A Pinecone.",8,"pick","in","the","","nfl","of","the","best",0,FALSE
"869","19 more days.",3,NA,NA,"","more","days","than","on","some",0,FALSE
"870","Chilling in the studio! (:",3,NA,NA,"chilling","in","the","the","my","a",0,TRUE
"871","Spam tweets are the devil ... Or as Gloria from ""Modern Family"" would say ... El diablo",13,"gloria","from","modern","family","would","would","across","vaca",0,TRUE
"872","Looking back, i really didn't even like you before like november of 2011...",9,"didn't","even","like","you","before","are","to","can",0.00999999999976353,FALSE
"873","Sorry for the alt reply, but we are thrilled with how it went down. Happy enough to do it again next year. :)",13,"thrilled","with","how","it","went","was","out","be",0.0199999999999818,FALSE
"874","I'm amazed any fans can fit into the building when the Heat play cuz Bron Bron's ego takes up 2/3 of space with D3PO and Bosh filling rest.",19,"bron","bron's","ego","takes","up","ego","takes","up",0.0199999999999818,TRUE
"875","RT if u like valentine's day",5,"rt","if","u","like","valentine's","a","the","that",0.0100000000002183,FALSE
"876","smoke one put it out. smoke two put it out smoke three and finally ask do u want to hit dis....",19,"ask","do","u","want","to","to","you","u",0.0299999999997453,TRUE
"877","The movie was cool last night but what's with these kids not saying excuse me. They just look at you and keep on gettin up. #Grateful TY Mom",20,"they","just","look","at","you","the","a","work",0.0199999999999818,FALSE
"878","The best wwe superstar of all time",3,NA,NA,"the","best","wwe","of","and","best",0.0100000000002183,FALSE
"879","get it gurlll!",2,NA,NA,NA,"get","it","to","it","off",0,TRUE
"880","haha! He is really adapting the American way?! Liam stick with the British. Keep it that way.",9,"adapting","the","american","way","liam","of","you","best",0.0199999999999818,FALSE
"881","YEAH JERSEY SHORE YEAH...yes that is tweet-worthy",2,NA,NA,NA,"yeah","jersey","i","and","how",0.0199999999999818,FALSE
"882","ATT:: All #DBHH Followers, Make sure to follow #AMERICANALIENEP Dropping soon",6,"all","dbhh","followers","make","sure","money","a","you",0,FALSE
"883","I'm just tired of us stupid poor folk (that would be you, the GOP) continuously voting for these cronies.",4,NA,"i'm","just","tired","of","of","the","to",0.0100000000002183,TRUE
"884","Sup? Im fuckin dying here outta boredom :/",5,"sup","im","fuckin","dying","here","still","the","a",0.0199999999999818,FALSE
"885","Act like a gentleman and you'll attract a lady. Act like douchebag and you'll attract nobody.",8,"gentleman","and","you'll","attract","a","i","a","the",0.00999999999976353,TRUE
"886","Happy National Pretzel Day! What is your favorite kind of pretzel?",3,NA,NA,"happy","national","pretzel","to","pretzel","friday",0,TRUE
"887","I owe my followers some twitpics",3,NA,NA,"i","owe","my","know","am","love",0,FALSE
"888","Biebet wtf? What would Usher say?",4,NA,"biebet","wtf","what","would","you","do","i",0.0100000000002183,FALSE
"889","sore. tired. going to sleep :D",5,"sore","tired","going","to","sleep","be","the","see",0.0199999999999818,FALSE
"890","120+ pictures and counting!",4,NA,"","pictures","and","counting","i","the","a",0,FALSE
"891","THANKS HEAVENLY FATHER TO SEE ANOTHER DAY!",4,NA,"thanks","heavenly","father","to","for","to","the",0.00999999999976353,TRUE
"892","We hear the game vs. the Red Sox wil be 9 innings this year, and not 7. That's what Bobby V is saying! , too!",4,NA,"we","hear","the","game","of","best","and",0.0199999999999818,FALSE
"893","Just heard about a vegan restaurant in Charlotte. Dairy and egg free kitchen, with a food allergy conscious staff? Don't mind if I do!!!!",11,"in","charlotte","dairy","and","egg","i","the","a",0.0199999999999818,FALSE
"894","Good Morning, If you could as God one question? What would it be? ask yourself today. Then ask yourself what is God asking me today?",20,"today","then","ask","yourself","what","a","when","who",0.0100000000002183,FALSE
"895","I'm trying to get off early today...what time do u get off work?",5,"i'm","trying","to","get","off","be","the","see",0.0199999999999818,FALSE
"896","i hate parting ways with my blankie in the morning",6,"hate","parting","ways","with","my","the","and","you",0.0299999999997453,FALSE
"897","The downfall of us all #adaytoremember (:",6,"downfall","of","us","all","adaytoremember","the","of","time",0.0100000000002183,FALSE
"898","Sunburn Myths Stripped Bare: Darker skin doesn't fry, so feel free to bag on the sunscreen. Not so fast...",19,"the","sunscreen","not","so","fast","much","to","i",0.0199999999999818,FALSE
"899","who doesn't want to get to the juicy bits and all that bondage and sex! Don't we all wish we were Anastasia!",9,"get","to","the","juicy","bits","of","be","the",0.0199999999999818,FALSE
"900","making it difficult for me to deal with you makes it easier for me not to want to",3,NA,NA,"making","it","difficult","was","out","be",0,FALSE
"901","Really inspired by the books(reading K2 now). Heading to Everest BC in April. Any chance you will be up there? Eric",5,"really","inspired","by","the","booksreading","of","best","and",0.0100000000002183,FALSE
"902","Sony CEO Rolf Schmidt-Holtz said today that pursuit of the UK's EMI, the label owning the music of The Beatles, was not out of the question.",3,NA,NA,"sony","ceo","rolf","ask","for",NA,0.0199999999999818,FALSE
"903","Nice outfit Batman! Where's the rubber suit to accentuate your chest (like the movie)? Haha",13,"accentuate","your","chest","like","the","a","the","that",0,TRUE
"904","“: Idkk about hving his restroom party lmao” I would let you in but they are ""standing room only"" events",20,"are","standing","room","only","events","the","way","to",0.00999999999976353,FALSE
"905","Watch #GreatDaySA today and see what makes a 18 year old ride his bike 30,000 miles across 2 continents to break 5 world records!",4,NA,"watch","greatdaysa","today","and","at","i'm","thanks",0,FALSE
"906","Just a little love tap.",5,"just","a","little","love","tap","and","you","it",0.0199999999999818,FALSE
"907","say it isn't so, a break from Twitter?! Welcome back. :-)",4,NA,"say","it","isn't","so","was","out","be",0.0100000000002183,FALSE
"908","Enjoyed my evening...",2,NA,NA,NA,"enjoyed","my","my","evening",NA,0.0199999999999818,TRUE
"909","Thanks Colin. Stoked for the fight tonight. Who do you have?",3,NA,NA,"thanks","colin","stoked","for","the","or",0,FALSE
"910","has recommended that someone move to Vienna, Virginia. What has come over him?test ifttt",3,NA,NA,"has","recommended","that","the","been","so",0.00999999999976353,FALSE
"911","Taught VizRhet? Which do u prefer and Y: Picturing Texts or Reading Images? I've used RI, but tough 4 undergrads.",14,"texts","or","reading","images","i've","in","you","the",0,FALSE
"912","i tired to help you out and commented on it lol (:",2,NA,NA,NA,"i","tired","know","am","love",0.0199999999999818,FALSE
"913","Dealing with FMS but loving this spring weather. It puts the spring back to my step & smile on my face. Hope you're doing well",23,"on","my","face","hope","you're","the","for","you're",0.0300000000002001,TRUE
"914","Does any one Please help My friend frank.!! He needs gay people in his msn: Thanks <3",13,"he","needs","gay","people","in","in","for","are",0.0199999999999818,TRUE
"915","so funny!!",2,NA,NA,NA,"so","funny","much","i","to",0,FALSE
"916","Sucker Punch cost $82M to make & grossed $19M last weekend. Diary Of Wimpy Kid 2 cost $21M to make & grossed $23.8M last weekend! Go Wimpy!",14,"last","weekend","diary","of","wimpy","the","you","your",0.00999999999976353,FALSE
"917","Awesome. Thanks! I would love more infomation.",4,NA,"awesome","thanks","i","would","know","am","love",0.0199999999999818,FALSE
"918","What a shame we all became such fragile, broken things.",4,NA,"what","a","shame","we","of","lot","great",0,FALSE
"919","that makes a ton of sense!",2,NA,NA,NA,"that","makes","i","is","was",0.0100000000002183,FALSE
"920","Cautionary tale: She went to Central America for 2 mos w tons of books on her Kindle. Kindle not working.",4,NA,"cautionary","tale","she","went","and","was","will",0,FALSE
"921","how is that possible lol",3,NA,NA,"how","is","that","a","the","your",0,FALSE
"922","SRSLY THO. I die every single time I watch this show.",11,"time","i","watch","this","show","week","know","am",0.0199999999999818,FALSE
"923","I have a flat tire on my scooter!!",6,"have","a","flat","tire","on","of","lot","on",0.0300000000002001,TRUE
"924","Knowledge is power, and power corrupts. So study hard and be evil.",7,"power","and","power","corrupts","so","i","and","of",0.00999999999976353,FALSE
"925","High Fuel Costs Having Consumers Looking to Buy More Fuel Efficient Vehicles - MarketWatch (press release)",4,NA,"high","fuel","costs","having","and","of","cuz",0,FALSE
"926","rumors abounding that Daniel Day-Lewis is going to play General Zod...hopefully it's true!",8,"daniel","daylewis","is","going","to","to","a","the",0.0199999999999818,TRUE
"927","THIS. “: You can dream about it or you can go out and make it happen.”",13,"you","can","go","out","and","of","on","the",0.0300000000002001,FALSE
"928","getting new music for this weekend! #pow then out to have a few dranks!!!!",5,"getting","new","music","for","this","the","a","me",0.329999999999927,FALSE
"929","send me a hard drive I'll hook you up.",3,NA,NA,"send","me","a","to","up","a",0.00999999999976353,TRUE
"930","can you please #FOLLOWMECODY for ? it would make her day!40",3,NA,NA,"can","you","please","are","to","can",0,FALSE
"931","lol the people I know are all good looking! My brother in law being one of them!",5,"lol","the","people","i","know","know","am","love",0.0300000000002001,TRUE
"932","Fall out boy playing at work? Shit just got angsty",8,"playing","at","work","shit","just","i'm","the","work",0,FALSE
"933","It's a beautiful day!!",4,NA,"it's","a","beautiful","day","of","lot","great",0.0199999999999818,FALSE
"934","MLS is a joke. Premier league is where its at and real madrid will do ok but won't be the same without Ronaldo",18,"will","do","ok","but","won't","i","the","don't",0.0199999999999818,FALSE
"935","Mid-Penn on Mid-Penn.",2,NA,NA,NA,"midpenn","on",NA,NA,NA,NA,FALSE
"936","Missing the Minnesota Twins this week? We've got the perfect solution for you: grab Twins tickets for Monday's game against the Red Sox!...",4,NA,"missing","the","minnesota","twins","of","best","and",0.0100000000002183,FALSE
"937","Due to an officer involved shooting at the San Ysidro Port of Entry, northbound ped crossing is temporarily suspended.",7,"an","officer","involved","shooting","at","at","shooting","it",0.0199999999999818,TRUE
"938","It's a beautiful day & the Sidewalk Sale is up. Great savings of 30-40% on an amazing selection of books, holiday cards, & napkins.",20,"an","amazing","selection","of","books","the","you","your",0.00999999999976353,FALSE
"939","5 Week Technique Class Begins July 27th. Tuesday Evenings 7-10pm @ Actor's Intensive Studio in Los Angeles. www.actorsintensive.com",7,"technique","class","begins","july","th","th","class","begins",0.0199999999999818,TRUE
"940","#retweetthisif if you hate work",3,NA,NA,"retweetthisif","if","you","you","the","u",0.0100000000002183,TRUE
"941",""": Don't Be A Pussy, Eat The Pussy ;)""",7,"be","a","pussy","eat","the","of","lot","great",0.0199999999999818,FALSE
"942","I'm craving Chickfla sauce and their fries.",3,NA,NA,"i'm","craving","chickfla","of","proud","a",0.00999999999976353,FALSE
"943",""" She chose fire """,3,NA,NA,"","she","chose","and","was","will",0,FALSE
"944","5 Digital Tools That Make Shopping Easier",5,"","digital","tools","that","make","i","is","was",0.0199999999999818,FALSE
"945","Maybe cuz it's near midnight. Everybody went home. That's why things are sucky lol Wow is it really that late? I have an assignment due",16,"are","sucky","lol","wow","is","is","that","what",0.0300000000002001,TRUE
"946","but I just ask",2,NA,NA,NA,"but","i","i","the","don't",0,TRUE
"947","Oh we out here for 's birthday..see you soon!! RT : ..now on to shoot for ""Who needs miami b*tch!""",20,"for","who","needs","miami","btch","the","a","life",0.0199999999999818,FALSE
"948","At times, silence can connect you with people more than words can.",3,NA,NA,"at","times","silence","the","a","work",0.00999999999976353,FALSE
"949","#NFL schedules are out after draft?",5,"nfl","schedules","are","out","after","the","of","on",0.0300000000002001,FALSE
"950","I just saw that press clip of Mila Kunis speaking Russian. Why is the thought of her not knowing any English more attractive to me?",24,"any","english","more","attractive","to","than","of","one",0,FALSE
"951","i miss </3 i would retweet her tweet but it doesn't lemme. :c",8,"i","would","retweet","her","tweet","tweet","know","am",0.0399999999999636,TRUE
"952","Mikey can you say ''Happy Birthday'' to :)",6,"can","you","say","''happy","birthday''","to","are","can",0.0100000000002183,FALSE
"953","Cinco de mayo is almost here !",2,NA,NA,NA,"cinco","de",NA,NA,NA,NA,FALSE
"954","Rmd just said I'm the cleanest bum he's ever seen LOL",5,"rmd","just","said","i'm","the","of","proud","a",0.0199999999999818,FALSE
"955","well shit I'm glad I didn't! Jokes on you mothafuckka. :p",5,"well","shit","i'm","glad","i","i","you","of",0.00999999999976353,TRUE
"956","Girl ur so clean without a scratch does it make your heart go fast when these wild boys put in work Im a live wire writhing in the dirt.",4,NA,"girl","ur","so","clean","much","i","to",0.0199999999999818,FALSE
"957","Hey gang - before this wraps up, are there other HR related tweet chats that I should know about? Ones you could recommend?",7,"","before","this","wraps","up","week","is","year",0.0100000000002183,FALSE
"958","Just at a larege PIZZA PATRON pizza........The latin life!.......enjoy!",2,NA,NA,NA,"just","at","the","my","like",0,FALSE
"959","RT #LiesGirlsTellForAttention ""I'm pregnant and Justin Bieber is the father."" ... HAHAHA! Best one.",13,"the","father","","hahaha","best","of","best","guy",0.0299999999997453,TRUE
"960","So sad to hear of passing of Junior Seau. One of most feared linebackers ever! Thoughts & prayers to his entire fam!",18,"linebackers","ever","thoughts","","prayers","ever","thoughts","in",0.0199999999999818,FALSE
"961","Did anyone have a look at the video , did you guys like it",2,NA,NA,NA,"did","anyone","you","i","a",0.0199999999999818,FALSE
"962","If you get upset over people who unfollow you, maybe you should take every unfollow as saving a life from the stupidity you spew.",14,"maybe","you","should","take","every","a","are","to",0.0100000000002183,FALSE
"963","DON'T LET HER!",3,NA,NA,"don't","let","her","me","know","what",0.0199999999999818,FALSE
"964","The one good thing about Isagenix and not sleeping at night is that, I was able to work 13 nights of 12 hour shifts straight.",3,NA,NA,"the","one","good","of","best","and",0,FALSE
"965","Bitch I'm high of life",4,NA,"bitch","i'm","high","of","of","proud","a",0.00999999999976353,TRUE
"966","until u expand the photo",4,NA,"until","u","expand","the","get","ever","i",0.0199999999999818,FALSE
"967","Thanks for the retweet!",3,NA,NA,"thanks","for","the","the","a","for",0.0100000000002183,TRUE
"968","I really hate my life right now! I swear I can't truth any one AT ALL! I'm done. Plus my phone is completly destroyed! O m g",16,"truth","any","one","at","all","the","of","a",0.0199999999999818,FALSE
"969","and he went to Inglewood in 06",4,NA,"and","he","went","to","i","the","a",0.0199999999999818,FALSE
"970","What do you call a grasshopper with no legs ?A grasshover !",5,"what","do","you","call","a","to","are","can",0.0300000000002001,FALSE
"971","#edutweet what are the best educational uses for twitter? Live staff dev using book Digital Tools for Teaching",13,"twitter","live","staff","dev","using","using","and","i",0.00999999999976353,TRUE
"972","Smiles are like band-aids they cover up the pain but it still hurts.",13,"pain","but","it","still","hurts","was","out","be",0.0199999999999818,FALSE
"973","The wisdom of the wise and the experience of the ages are perpetuated by quotations.",8,"the","wise","and","the","experience","of","best","and",0.0100000000002183,FALSE
"974","I know this great Bass Player ;)",3,NA,NA,"i","know","this","know","am","love",0.0199999999999818,FALSE
"975","You can withstand surgery with hypnosis and no anesthesia! @",4,NA,"you","can","withstand","surgery","are","to","can",0.00999999999976353,FALSE
"976","What measuring stick do you use to gauge the success of your projects? Any guidelines or standards you've found useful?",3,NA,NA,"what","measuring","stick","you","do","i",0,FALSE
"977","go to the rio hotel on the beach",7,"the","rio","hotel","on","the","the","my","a",0.0199999999999818,TRUE
"978","lmfao!!!!! You outta control #Bestie!! I got a dinner/movie date for Friday nite:-) you know ill tell u all about it.",16,"friday","nite","you","know","ill","are","to","can",0.0199999999999818,FALSE
"979","2 hrs until this week's grown up talk radio. Still time to send in your ideas for tonight's show:",16,"to","send","in","your","ideas","the","my","to",0.0100000000002183,FALSE
"980","Apparently sleep is so over-rated that my body doesn't think I need to bother with it...",5,"apparently","sleep","is","so","overrated","much","a","i",0.0199999999999818,FALSE
"981","Darn! I took UK plus 50.",3,NA,NA,"darn","i","took","know","am","love",0.00999999999976353,FALSE
"982","talking to mommy!!!",2,NA,NA,NA,"talking","to","to","about","and",0,TRUE
"983","Ok, not doing the #oscars, watching #anniehall instead! :)",3,NA,NA,"ok","not","doing","the","to","as",0.0199999999999818,FALSE
"984","#wheninrva is so three days ago",3,NA,NA,"wheninrva","is","so","a","the","your",0.0100000000002183,FALSE
"985","Why hello LONGEST DAY EVER. I'd like to be done with you now.",11,"like","to","be","done","with","the","be","see",0.0199999999999818,FALSE
"986","Thanks, Madame Leader. You illuminated the issues. We need your voice more than ever.",7,"leader","you","illuminated","the","issues","of","best","and",0.0199999999999818,FALSE
"987","No Derrick Rose and no Dwight Howard=Heat eastern conference championship",5,"no","derrick","rose","and","no","i","the","a",0.0100000000002183,FALSE
"988","Greenwich. One of my most favorite places on earth. I love walking this area at night during the summer.",7,"of","my","most","favorite","places","the","of","kind",0.0299999999997453,FALSE
"989","about to be live on livestream interview. Check out our next Lt. Gov!",4,NA,"about","to","be","live","the","be","see",0.0199999999999818,FALSE
"990","wow full house theme song used in sarah silverman program",4,NA,"wow","full","house","theme","of","we","lately",0.0100000000002183,FALSE
"991","Watch TWIST Live and our CEO, ask for advice from and",7,"live","and","our","ceo","ask","new","i","the",0.0199999999999818,FALSE
"992","Merriest of Christmases Tweets! Enjoy every minute of it!",2,NA,NA,NA,"merriest","of","of","christmases",NA,0.00999999999976353,TRUE
"993","I wonder what actually thinks about all the trending topics about them. Shirtless Niall #replace1Dsongswithlouisass seriously",7,"what","actually","thinks","about","all","the","to","it",0,FALSE
"994","DIRECT MESSAGE !",2,NA,NA,NA,"direct","message","message",NA,NA,0,TRUE
"995","(And then that friend comes back for a rematch right?)",9,"comes","back","for","a","rematch","the","of","lot",0.0199999999999818,FALSE
"996","67% of US wholesalers surveyed are more optimistic on their business now than three months ago, highest % in over a year. Via UBS Survey",5,"","of","us","wholesalers","surveyed","the","you","your",0.0199999999999818,FALSE
"997","Alright, W. Wager. I don't know who you are or how you got on my exam list, but I will take your advice in *Enough Is as Good as a Feast.*",18,"on","my","exam","list","but","the","for","my",0.0300000000002001,FALSE
"998","Boo. I accidentally threw away my list of story ideas for next semester!!",9,"away","my","list","of","story","the","you","your",0.00999999999976353,FALSE
"999","Art washes from the soul the dust of everyday life. -Pablo Picasso",6,"washes","from","the","soul","the","of","and","best",0.0199999999999818,FALSE
"1000","as of right now at this sec pass me by!",6,"of","right","now","at","this","the","a","work",0.0100000000002183,FALSE
