"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"168","Beyond frustrated... Shit!","beyond",2,"frustrated","idea","frustrated","irritated","mentoring",NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"169","hey. why'd you decide to join twitter? hopefully i can be your first reply.","hey whyd you decide to join twitter hopefully i can",11,"be","get","see",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"170","Assert your right to make a few mistakes. If people can’t accept your imperfections, that’s their fault.","assert",2,"your","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"171","I knew something was going to go wrong","i knew something was",5,"going","else","bad","know","like","going","year","better","good","dont","say",0.0100000000020373,TRUE
"172","Hahaha! I'm sure he'd indulge you :). For some reason I'd love to also hear Tim Burton's opinion about Inception... :P","hahaha im sure hed indulge you for some reason id love to also hear",15,"tim","back","rt","say","enjoyed","well","song","tell","ya","phone","every",0.0199999999967986,FALSE
"173","Romney shouldn't feel too bad about getting whipped today. He did end up winning American Samoa, so he's got that going for him.","romney shouldnt feel too bad about getting whipped today he did end up winning american samoa so hes got that",21,"going","new","back","see","thing","good","first","m","go","like","much",0.0300000000061118,FALSE
"174","10 Tablas Creek Vermentino. Delightfully true to type. Sweet tart balanced. Crisp, bit spritzy, green apple, pear, citrus 89 pts","tablas creek vermentino",4,"delightfully","vermentino",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"175","i dnt have fb sry. but if i did i would ill RT","i dnt",3,"have","fb",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"176","Live music tonight in for a drink or two. Don't forget free parking!","live music tonight in for a drink",8,"or","get","years","boys","person","two","available","crown","dance","fifteen","koolaid",0.0100000000020373,FALSE
"177","Vacay can't come soon enough.....ugh","vacay",2,"cant","cant",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"178","The retina is the film of the eye. It converts light rays into electrical signals and sends them to the brain through the optic nerve.","the retina is the film of the eye it converts light rays into electrical signals and sends them to the",21,"brain","next","national","page","mall","gym","vet",NA,NA,NA,NA,0.0199999999967986,FALSE
"179","Ha! Which article? And shouldn't the missing period FAILED to stop you in your tracks? Or maybe, omg,the New Yorker is pregnant!","ha which article and shouldnt the missing period failed to stop you in your tracks or maybe",18,"omgthe","just","thats","someone","got","like","time","week","can","take","liked",0.0100000000020373,FALSE
"180","u got a service pack?","u got a",4,"service","new","good",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"181","Im sending my love out to everyone with intensity purpose & passion! ((hugs))","im sending my love out to everyone with intensity purpose passion",12,"hugs","u","hugs",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"182","Killed my first NYC #cockroach last night w/ - sign me up for the worlds strongest man competition!","killed my first nyc last night w sign me up for",12,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"183","Storm headed toward La Plata? Uh oh.","storm",2,"headed","see","headed",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"184","ActorFest 2010!! Visist us @ the Academy booth to enter to Win a free adimssion to a Casting Director Workshop comlpiments of the Academy!","actorfest visist us the academy booth to enter to",10,"win","win",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"185","the mc rib, all 4 all time favorite whataburger sandwiches? is this real life?","the mc rib all",5,"all","time",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"186","YES girl -_____- pathetic","yes",2,"girl","yes","rt","can","maam","sir","go","know","just","glad","sure",0.0199999999967986,FALSE
"187","Midway through an extraordinary performance by In Mulieribus at St Stephens -- like listening to angels sing.","midway through an extraordinary performance by in mulieribus at st",11,"stephens","time","year","work","event","place","falls","class","live","gold","choice",0,FALSE
"188","And what will you do with your extra day? As an entrepreneur I'm guessing you're still working today?","and what will you do with your extra day as an entrepreneur im guessing youre still",17,"working","make","go","like","time","sure","better","friend","can","play","take",0.0299999999988358,FALSE
"189","what a promising name","what a promising",4,"name","name",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"190","okay good. lol have fun! xx","okay good lol have",5,"fun","good","just","im","rt","ok","like","sorry","really","please","still",0.0199999999967986,FALSE
"191","So I guess Wiltjer is staying","so i guess wiltjer",5,"is","staying",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"192","HAHAHA guy fieri is driving the pace car. seriously. wow.","hahaha guy fieri is",5,"driving","driving",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"193","Its raining I want hot chocolate :)","its raining",3,"i","now","want","although",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"194","under age drinking is just as ""bad"" as smoking weed; still definitely illegal.","under age drinking is just as bad as smoking",10,"still","pot","dugout","weed",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"195","yeah maybe I got so mad and then the thing I said about Astonia (spelt that wrong)","yeah maybe i got so mad",7,"and","got","just","thing","crazy","planet","hatter","ui",NA,NA,NA,0,FALSE
"196","We need YOU to become a part of something big- a rally for Clean Water. Wed, March 28th, 9–11am RSVP: .","we need you to become a part of something big a rally for clean water wed",17,"march","night","put","stay","pm","march",NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"197","not as much as I need YOU in my life! Love u munchkin :]","not as much as i need you",8,"in","to","it",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"198","why would you have to beat me up? & what did do?","why would you have to beat me",8,"up","be","first","ass","yet","team","cuse","lil","rapidly",NA,NA,0.0100000000020373,FALSE
"199","No One Saves Us But Ourselves. No One Can & No One May. We Ourselves Must Walk The Path.","no one saves us but ourselves no one can no one",12,"may","day","time","direction","favorite","thing","best","get","im","friend","next",0.0199999999967986,FALSE
"200","yeah.. So far i know 's staff , MLM, maybe and co are coming.","yeah so far i know s staff mlm maybe and co are",13,"coming","coming",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"201","Cool--good luck!","coolgood",2,"luck","luck",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"202","How can Liberals/Progressives/DemoRates tell Lies so easy, no problem, they don't believe in God","how can liberalsprogressivesdemorates tell lies so easy no problem they dont believe",13,"in","in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"203","If you live in Anderson, IN check out this week, for your chance to win tickets to on February 16th.","if you live in anderson in check out this week",11,"for","get","time","proud","start","take","ago","games","watched","goes","show",0,FALSE
"204","Sing a song of living before everybody dies.","sing a song of living before everybody",8,"dies","went","class","already","two","da","hates","bay","bet","deserves","dies",0,TRUE
"205","Go to Mad Planet tonight. You'll thank me if you do!","go to mad planet tonight youll",7,"thank","attract","get","know","want","see","always","thank","try","fine","smile",0.0100000000020373,TRUE
"206","#FreeDan RT : that's wild blocked me. wow.","rt thats",3,"wild","great","true","point","real","fantastic","okay","just","im","ready","year",0.0200000000040745,FALSE
"207","My goodness! You're always busy. You don't believe in failing so I know you'll be fine.","my goodness youre",4,"always","welcome","sure","still","well","amazing","just","going","gonna","one","excited",0.0199999999967986,FALSE
"208","You are very welcome!! Thank you as well!","you",2,"are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"209","Don't miss & Friday night at ChickieWhaWha on Canal Street from 8-10p. Song from their CD ""Bridging the Gap""!","dont miss friday night at chickiewhawha on canal street from p song from their cd",16,"bridging","release","offer","repeat","bridging",NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"210","New York City was shweeeet","new",2,"york","year","music","york","followers","years","song","album","twitter","range","types",0.0199999999967986,TRUE
"211","2 for Tuesday tonight @ Opal Bar!!! Pretty simple- Buy ANY drink, get 2 instead. Extra bonus- NY Knicks on all of the flatscreens","for tuesday tonight",4,"opal","good","tomorrow","im","back","see","music","one","great","love","next",0,FALSE
"212",""": If you love and respect her, don't cheat on her. Real simple.""","if you love and respect",6,"her","dont","lets","dress","athlete",NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"213","you program drums to homie???","you program drums",4,"to","know","homie",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"214","Nice! do any of them have wifi? I know it's kinda un-zen, but would allow me to stay longer n work..","nice",2,"do","day","rt","meet","get","im","see","next","watched","tweet","hope",0.0100000000020373,FALSE
"215","Time flies when immersed in building a database. Wheeeee !!!","time flies when immersed in building a",8,"database","new","list","heat","something","across","database","independent","ouaa",NA,NA,0.0200000000040745,TRUE
"216","speech-language pathologist by education limited PR/marketing knowledge. Any must read book recommendations?","speechlanguage pathologist by",4,"education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"217","Wewant to extend our network of individuals who would want to cooperate in building independent music! Is that you?","wewant to extend our network of individuals who would want to cooperate in building independent music",17,"is","video","day","music","really","please","one","goes","thanks","tonight","weekend",0.0199999999967986,FALSE
"218","Yes! So! WTF? I thought I was the only one.","yes so i",4,"thought","can","cant","guess",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"219","hey i was only referencing the fact that I completely humiliated you..and im the baby of the group","hey i",3,"was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"220","xs tonight for avicii lets go NHL in town haha well the non playoff teams","xs tonight for avicii lets go nhl in town haha well the non",14,"playoff","athletic","playoff","verbal",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"221","Imo: toxins in the body inhibit the ability to feel and express love. I sense so much more love, in me and in my environment, after a detox","imo toxins in the body inhibit the ability to feel and express love i",15,"sense","you","it","my","the","that","this",NA,NA,NA,NA,0.0100000000020373,FALSE
"222","i am eating an egg sandwich while looking at the menu of the restaurant i'll be eating at tonight","i am eating an egg sandwich while looking at the menu",12,"of","look","starts","restaurant","n","abt","assault","consisted",NA,NA,NA,0.0199999999967986,FALSE
"223","soo.. another day canceled. I quit trying to make plans. :|","soo another",3,"day","day","one","follow","great","beer","show","name","script","apology","blessed",0.0100000000020373,TRUE
"224","Are you aware of any news organizations that will be livestreaming the Celebration of Life for Jr. Seau on May 11?","are you aware of any news",7,"organizations","first","will","today","portland","departure","amp","reporting","assignment","bats","marianos",0.0199999999967986,FALSE
"225","true, true. I need good treatment then! The hell","true true i need good treatment then",8,"the","hell","providers",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"226","When asked me if my sister was buff like me, I was like Lmao!!! no we just look alike I guess lol","when asked me if my sister was buff like me i was",13,"like","able","in","just","going","gonna","the","at","very",NA,NA,0,FALSE
"227","lol was dying reading that. You know me brotha, ain't a thang to worry about. Born ready #problemchildontheloose /Cc","lol was dying reading",5,"that","tweets","know","new","year","old","tweet","days","list","okay","script",0.0200000000040745,FALSE
"228","i missed first 25 minutes of show. i wonder if news will infiorm #Vegas about similar difficulties tomorrow?","i missed first minutes of show i wonder if news will infiorm about similar difficulties",16,"tomorrow","tonight",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"229","Tweefer beef going on PLUR is what we live by Peace Love Unity and Respect.","tweefer beef going on plur is what we live",10,"by","music","life","like","find","never","said","today","friday","world","way",0.0100000000020373,FALSE
"230","#WordsYouWillNeverHearMeSay Obama rocks!","obama",2,"rocks","please","gay","beats","rocks",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"231","yes, that is a reference to section 5K1.1 of the federal sentencing guildelines, allows downward departure from typcl jail term","yes that is a reference to section k of the",11,"federal","day","best","world","night","us","year","yr","most",NA,NA,0,FALSE
"232","ha! That's hilarious.","ha",2,"thats","ha","im","just","love","yes","u","bad","thats","ill","right",0.0100000000020373,TRUE
"233","Not since the Atari 2600 made it's way into my house in...awhile ago, have I wasted so much time. Angry Birds is the crack of the app world","not since the atari made its way into my house inawhile ago have i wasted so much time angry birds is the of",24,"the","day","best","world","night","us","year","yr","most",NA,NA,0.0199999999967986,FALSE
"234","I could use a couple of cups of coffee.","i could use",4,"a","some",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"235","Ima Go Sleep (:","ima go",3,"sleep","follow","home","go","get","back","see","look","heat","last","sleep",0.0200000000040745,TRUE
"236","any sub category suggestions? #sex being the topic?","any sub category",4,"suggestions","suggestions",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"237","I've been voting all week<3 And guess who is in front of Joe Jonas?! You are<33 Well deserved.","ive",2,"been","seen","ever","always","trying","heard","got","great","used","asked","said",0.0199999999967986,FALSE
"238","Seriously though, Lightning Bolt was a Philip Glass tribute band, right?","seriously though lightning bolt",5,"was","philip",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
