"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"96","""To hold a team to one touchdown in a half in arena football is just unbelievable,"" Gladiators coach Steve Thonn said. ""Our defense played fantastic.""","to hold a team to",6,"one","beat",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Two boys on the local high school football team write in their English assignment that they want to butcher their teacher and defecate down her neck, among other things.","two boys on the local high school football team write in their english",14,"assignment","always",0.0400000000008731,TRUE,"according","political","language","accent","assignment","biology","math","ms","pea"
"98","It's on a dorm at Missouri State and the cardiac wing at a hospital. It graces the architecture school at Drury University and Springfield's tallest building. The AA Springfield Cardinals play at Hammons Field, and the Missouri State Bears host their basketball games at JQH Arena. The two gleaming new stadiums sit a few blocks apart, on John Q. Hammons Parkway.","its on a",4,"dorm","new",0.0100000000020373,FALSE,"hot",NA,NA,NA,NA,NA,NA,NA,NA
"99","400 W. Spain St.; (707) 933-3663 or estate-sonoma.com. Dinner nightly, brunch Sunday. Dinner main courses, $21-$24.","w spain st or estatesonomacom dinner nightly brunch sunday dinner",11,"main","plate",0.0499999999956344,TRUE,"dont","pm","last","show","lightly","youre","nice","main","table"
"100","Flood has been the Knights' offensive line coach since joining the staff seven years ago, adding the title of assistant head coach in 2008. He was co-offensive coordinator in 2009 and 2010 before shedding that responsibility last season.","flood has been the knights offensive line coach since joining the staff seven years ago adding the title of assistant head coach in he was cooffensive coordinator",28,"in","dave",0.0100000000020373,FALSE,"kevin","perry","admitted","shedding",NA,NA,NA,NA,NA
"101","Principal: Todd Phillips, CEO and president.","principal",2,"todd","john",0.0200000000040745,TRUE,"bridge","spoede","todd",NA,NA,NA,NA,NA,NA
"102","Xmas! Bah humbug! Man, I hate this time of year! And most of all, I hate shopping. Oh well, might as well get on with it.","xmas bah humbug man i hate this time of year",11,"and","ago",0.0199999999967986,FALSE,"said","million","years","will","though","old","half","us","new"
"103","Rather than enter camp intent on imposing his will, Matheny solicited input from veterans about their individual programs, when they preferred down time and what they believed warranted particular emphasis.","rather than",3,"enter","the",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","He said that many people have the mistaken impression that Habitat for Humanity gives people houses. It doesn't. It uses mortgage payments to build more homes. It's a partnership, and the partners know the rules, he said. Denson was well aware of what would happen if she fell 90 days behind, Weeks said.","he said that many people have the mistaken impression that habitat for humanity gives people houses it doesnt it uses mortgage payments to build more homes its a partnership and the partners know the",35,"rules","ive",0,FALSE,"now","will","thats","one","can","better","thousands","tired","whole"
"105","At 11 a.m. on a Saturday, the market's parking lot is a logjam. Drivers are circling, ignoring the arrows painted on the pavement to direct traffic. As one car stops to wait for a space, a line of vehicles stretches out behind it.","at am on a saturday the markets parking lot is a logjam drivers",14,"are","time",0.0299999999988358,FALSE,"side","company","passengers","licenses","detroit","routinely","circling","felonies","honk"
"106","The schedule also features a Family Day Practice in Cleveland Browns Stadium on Aug. 6 beginning at 2 p.m.","the schedule also features",5,"a","new",0.0100000000020373,FALSE,"five","free","white","family","several","smooth","trade","offered","adaptive"
"107","And, the Supreme Court upheld the appellate’s decision, ruling Jeannette Mauti is protected under spousal testimonial privilege.","and the supreme court upheld the appellate’s decision ruling jeannette mauti",12,"is","protected",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","But let's take another look at those ""regular fees.""","but lets take another look",6,"at","like",0.0199999999967986,FALSE,"forward","guys","years","going","back","way","good","keep","happen"
"109","Who knows whether it lasts the weekend, but it fed a lot of memories for those on both sides of the ropes. And not once did anyone mention that troublesome Achilles' tendon.","who knows whether it lasts the weekend but it fed a lot of memories for those on both sides of the ropes and not once did anyone mention that",30,"troublesome","happened",0.0300000000061118,TRUE,"ability","jets","minor","beating","activist","locales","pitta","troublesome",NA
"110","One of the vehicles swerved in front of James' car and blocked his way. Six police officers in street clothes came out of the two vehicles and surrounded James' car with guns drawn.","one of",3,"the","the",0.0199999999967986,TRUE,"them","his","three","only","those","four","us","just","mcinerneys"
"111","Though there is no immediate effect until the hearing is concluded, spokesman Peter Aseltine said, just about all the Alcotests use the Control Company thermometer, he said.","though there is no immediate effect until the hearing is concluded spokesman peter aseltine said just about all the alcotests use the control company thermometer",26,"he","said",0.0100000000020373,FALSE,"monitor",NA,NA,NA,NA,NA,NA,NA,NA
"112","The concert ends with traditional tunes: ""Deck the Halls,"" ""O Come, All Ye Faithful"" and ""O Holy Night.""","the concert ends with traditional tunes deck the halls o come",12,"all","back",0.0199999999967986,FALSE,"alive","see","say","home","play","ready","top","school","said"
"113","PITTSBURGH - Walking a careful line, Republican presidential candidate Mitt Romney said Friday he had wanted an openly gay spokesman who resigned from his campaign this week to stay on. Hours later, he worked to court the party's conservative wing by meeting with former rival Rick Santorum.","pittsburgh walking a careful line republican presidential candidate mitt romney said friday he had wanted an openly",18,"spokesman","gay",0.0100000000020373,FALSE,"drank",NA,NA,NA,NA,NA,NA,NA,NA
"114","""You go to his shop to eat and you see the fire chief, the police chief, a couple of council people,"" Webb said. ""Paul's in there holding court.""","you go",3,"to","to",0,TRUE,"through",NA,NA,NA,NA,NA,NA,NA,NA
"115","It concluded that Zidell's plan is not likely to jeopardize threatened wild fish or adversely modify their habitat.","it concluded that",4,"zidells","was",0.0500000000029104,TRUE,"would","is","spending","spokesman","study","militarys","twoday","zidells",NA
"116","""I doubt you're ever going to see me kicking dirt, throwing bases, that kind of stuff,"" Matheny said after the Cardinals' 2-1 loss to Washington. ""I don't think it's going to happen, but I don't know. I've lost it a couple times (as a player). ... Mostly, in spring training you don't see that.""","i doubt youre ever going to see me kicking dirt throwing bases that kind of stuff matheny said after the cardinals",22,"loss","will",0.0499999999956344,TRUE,"play","havent","loss","concerned","prep",NA,NA,NA,NA
"117","Gee walked two to start the sixth but induced a groundout and struck out two to quash that threat. Gee gave up four hits — only a single after the second. He walked three and struck out six.","gee walked two",4,"to","years",0.0100000000020373,FALSE,"weeks","months","games","seasons","three","days","hours","children","decades"
"118","The Callahans are from Worden, a village in Madison County.","the callahans are",4,"from","only",0.0499999999956344,FALSE,"worden",NA,NA,NA,NA,NA,NA,NA,NA
"119","""You live with the contract you've got and those are the terms, so we've got to live with them,"" Jones said. ""Ultimately, at the end of the day, everything will see the light of day.""","you live with the contract youve got and those are the terms so weve",15,"got","got",0.0100000000020373,TRUE,"seen","tried","also","just","played","made","pretty","received","met"
