"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"164","Any ideas for DiY weapons that we can make?","any",2,"ideas","of","other","time","more","number","day","rate","way","type","one",0.0200000000004366,FALSE
"165","who doesnt eat there cake with a fork...? I sure do!(:","who doesnt eat there cake with a",8,"fork","the","my","her","me","their","this","some","his","you","an",0.0300000000006548,FALSE
"166","Stop by the Greater Madison Chamber of Commerce Business Expo Hospitality booth next week Tuesday and tell me about your business.","stop by the greater madison chamber of commerce business expo hospitality",12,"booth","in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000002183,FALSE
"167","What little I have goes toward my commute. $4 gasoline.","what",2,"little","you","the","is","we","it","they","was","do","to","he",0.0299999999988358,FALSE
"168","get some pork belly and you'll feel 1000% better.","get some pork belly and youll",7,"feel","the","then","it","that","we","in","he","they","is","you",0.0300000000006548,FALSE
"169","lucky Hope your having a fantastic time !","lucky",2,"hope","enough","to","you","they","with","people","winner","participant","split",NA,0.0200000000004366,FALSE
"170","I'm in your next session!","im in your",4,"next","life","own",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999986176,FALSE
"171","a lot is two words babe.","a lot",3,"is","of","more","about","to","and","in","on","but","from","longer",0.0300000000006548,FALSE
"172","That's sad.","thats",2,"sad","what","all","it","for","why","the","just","right","not","how",0.0100000000002183,FALSE
"173","it's not even worth it!!","its not even worth",5,"it","if","more","though","the","better","in","when","have","then","as",0.0299999999988358,FALSE
"174","Sounds like you're getting caught up in your lies.","sounds",2,"like","like","good","the","of","and","great","in","very","play","coming",0.0200000000004366,TRUE
"175","Girl, just keep working... lol","girl just keep working",5,"lol","it","the","up","in","you","me","my","your","him","getting",0.0300000000006548,FALSE
"176","Just got off the phone with a few partners I have made my decision","just got",3,"off","to","the","out","it","in","this","my","some","home","his",0.0300000000006548,FALSE
"177","Tks for #FF - Have a great weekend everybody!","tks for have",4,"a","to","been","the","you","no","an","had","not","some","any",0.0199999999986176,FALSE
"178","Knowin' nothing in life but to be legit.","knowin nothing in",4,"life","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"179","Rick Perry's ad ""Strong"" has 181,606 more dislikes on Youtube than Rebecca Black's Friday video, making it the most hated video on Youtube.","rick perrys ad strong has more dislikes on youtube than rebecca blacks friday video making it the",18,"most","was","is","and","would","to","will","has","in","all","with",0,FALSE
"180","Nah...did two years there in undergrad then transferred to NYU. Had some decent troublemaking there though.","nahdid two",3,"years","of","years","weeks","days","and","hours","are","main","months","other",0.0300000000006548,TRUE
"181","I wish DVD manufacturers would always use the same cases, so we wouldn't have to have a dozen kinds of security measures.","i wish",3,"dvd","to","you","it","she","me","that","and","they","all","for",0.0199999999986176,FALSE
"182","Many of the people whom I follow have started complaining about Twitter and pondering its purpose. Is this the beginning of the end?","many",2,"of","of","people","times","years","things","other","more","different","ways","so",0.0300000000006548,TRUE
"183","Paddycake, Paddycake, baker’s man, Bake me a cake as fast as you can! In addtion to cakes, we've got brownies and blondies for only $1 each!","paddycake paddycake baker’s man bake me a cake as fast as you can in addtion to cakes weve got brownies and blondies for only",25,"each","the","the","me","my","this","you","all","us","it","an",0.0300000000006548,FALSE
"184","love your songss!!! and please follow back","love your songss and please",6,"follow","the","then","it","that","we","in","he","they","is","you",0.0299999999988358,FALSE
"185","Beards before hoes. Or did I get that saying wrong?","beards before hoes or",5,"did","the","it","we","you","he","they","his","my","and","so",0.0300000000006548,FALSE
"186","I'm in love with Kerry Washington.","im in love",4,"with","with",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,TRUE
"187","What's that RT I learned a BIG lesson today","whats that rt i learned a big lesson",9,"today","day","deal","box","and","for","mind","bad","or","white","surprise",0.0100000000002183,FALSE
"188","Apartment fire. All residents safe. This includes my mother. Red Cross called. Fire Dept investigating. Bldg standing but totaled.","apartment fire all residents safe this includes my mother red cross called",13,"fire","country","the","that","only","him","th","any","into","or","by",0.0299999999988358,FALSE
"189","THAT MOVIE WAS SO GOOD!","that",2,"movie","the","is","you","he","we","it","was","they","there","are",0,FALSE
"190","well i said it would be chippy just had no idea it'd be in my neck of the woods and not just on the court...","well i said it would be chippy",8,"just","the","able","in","an","to","so","good","one","on","allowed",0.0300000000006548,FALSE
"191","#FF new followers thanks for the follow-much appreciated","new followers",3,"thanks","of","what",NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"192","can't wait to meet you!","cant",2,"wait","wait","find","remember","be","get","tell","quite","give","help","believe",0.0199999999986176,TRUE
"193","so ive got an 80% for my presentation not what i expected but hm not bad....","so ive got an for my presentation not what i expected but hm",14,"not","the","it","they","he","we","not","this","my","in","also",0.0600000000013097,TRUE
"194","Are you coming out to your alma mater for a game this year? Better see you out here for OU game next yr","are you coming out to your alma mater for a game this year better see you out here for ou game next",23,"yr","of","with","the","this","as","but","was","is","can","make",0.0299999999988358,FALSE
"195","Getting a LOT of callers asking about the circumference of the hot tamale bowl :( sorry, guys and gals.","getting a lot of",5,"callers","people","time","the","other","information",NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"196","LOVE Dresden Files, counting days to Cold Days hits the shelves. I've read many TP over the years, so... thank you for ideas!","love dresden files counting days to cold days hits the shelves ive read many tp over the years so thank you",22,"for","you","you","goodness","the","god","her","all","your","kirstin","yous",0.0400000000008731,FALSE
"197","Tomorrow is the start of the wake and bake/self flagellation/ Dorito binge ritual that makes every 4/20 so special to me.","tomorrow is the start",5,"of","same","first","most","world","time","other","way","end","last","best",0.0199999999986176,FALSE
"198","digging this whole ""mamalicious"" week on Dirty Dancing on right now, Stepmom & Time Traveler's Wife coming up!","digging this whole mamalicious week on dirty dancing on right now stepmom",13,"time","that","the","and","is","if","but","for","have","to","it",0.0100000000002183,FALSE
"199","expect a birthday shoutout Monday :D","expect a",3,"birthday","few","little","lot","bit","good","new","great","couple","long","very",0.0300000000006548,FALSE
"200","I love this song","i",2,"love","was","have","am","had","think","can","know","would","love","will",0,TRUE
"201","spontaneous inspiration. also want to have a modern work of art on my earlobes. #dashesanddots or maybe","spontaneous inspiration",3,"also","to","for","from","love","in","no","words",NA,NA,NA,0.0399999999990541,FALSE
"202","Six Feet Under the Volcano","six feet under the",5,"volcano","the","my","your","it","and","in","them","an","contract","siege",0.0100000000002183,FALSE
"203","Cute profile pic(:","cute",2,"profile","little","are","and","with","right","so","she","but","when","since",0.0300000000006548,FALSE
"204","Hated him, but Steve Young. Not even close...","hated him but steve",5,"young","the","it","they","he","we","not","this","my","in","also",0.0299999999988358,FALSE
"205","That's nasty, hopefully Napoli doesn't leave the game....","thats nasty hopefully napoli",5,"doesnt","the","have","you","to","get","there","going","about","more","still",0.0200000000004366,FALSE
"206","Sitting behind the sun....watching the sunres¿ ~ con ~ kcs™","sitting behind the sunwatching",5,"the","same","first","most","world","time","other","way","end","last","best",0.0300000000006548,FALSE
"207","Have a great day!!","have a",3,"great","lot","great","few","wonderful","little","new","very","special","different","bit",0.0300000000006548,TRUE
"208","Looks awesome Nikki!! I so wish I could be there for you guys :( Love ya none the less<3","looks awesome nikki i so wish i could be there for you guys love ya none the",18,"less","of","the","to","had","other","here","since",NA,NA,NA,0.0199999999986176,FALSE
"209","#Santorum: People don't want to send someone to manage Washington, they want someone who can give the power back to the people","people dont want to send someone to manage washington they want someone who",14,"can","to","who","else","to","with","is","you","could","please","working",0.0400000000008731,FALSE
"210","Transitions are one of the most challenging situations that our families face. Wishing you smooth transitions as the kids go back to school!","transitions are one of the most challenging situations that our families face wishing you smooth transitions as the kids go",21,"back","are","and","to","were","that","in","but","is","had","get",0.0399999999990541,FALSE
"211","MANCHESTER: Public hearing covers proposed anti-bullying, Internet policies for Manchester Community Schools","manchester public hearing covers proposed antibullying internet policies for manchester",11,"community","the","me","my","this","you","all","us","it","an","their",0.0300000000006548,FALSE
"212","3 hours later and #gephi is still trying to execute Force Atlas. #NeedSmallerData or","hours later and",4,"is","the","then","it","that","we","in","he","they","is","you",0.0100000000002183,TRUE
"213","no thank you :)","no thank",3,"you","you","goodness","the","god","her","all","your","kirstin","yous",NA,0.0200000000004366,TRUE
"214","Wassup to all the homies and OGs and the whole twitter","wassup to all the homies",6,"and","same","first","most","world","time","other","way","end","last","best",0.0299999999988358,FALSE
"215","#ThatOnePersonInSchool #ThatIReallyCantStand because she has everything I don't.","because she has everything i",6,"dont","that","you","else","was","is","will","goes","in","on","from",0.0200000000004366,FALSE
